literature_id,reaction_id,reaction_equation,reaction_type_reversible,notes
PMID33375979,reaction_4,n R-3-hydroxyacyl-CoA -> Poly(3-hydroxybutyrate-co-3-hydroxyhexanoate-co-3-hydroxyoctanoate-co-3-hydroxydecanoate) + n CoA,No,"PHA accumulation from 0.4% (w/v) hexanoate by wild-type Pseudomonas sp. H9. The monomer 3HO is listed as 3-hydroxynonanoate in Table 3 footnote, but as 3-hydroxyoctanoate elsewhere; 3-hydroxyoctanoate is assumed based on context."
PMID33375979,reaction_5,n R-3-hydroxyacyl-CoA -> Poly(3-hydroxyhexanoate-co-3-hydroxyoctanoate-co-3-hydroxydecanoate) + n CoA,No,"PHA accumulation from 0.4% (w/v) octanoate by wild-type Pseudomonas sp. H9. The monomer 3HO is listed as 3-hydroxynonanoate in Table 3 footnote, but as 3-hydroxyoctanoate elsewhere; 3-hydroxyoctanoate is assumed based on context."
PMID33375979,reaction_6,n R-3-hydroxyacyl-CoA -> Poly(3-hydroxybutyrate-co-3-hydroxyhexanoate-co-3-hydroxyoctanoate) + n CoA,No,PHA accumulation from 0.4% (w/v) octanoate by recombinant Pseudomonas sp. H9ΔC1 co-expressing phaC1H9 and phaAB from R. eutropha H16.
PMID33375979,reaction_7,n R-3-hydroxyacyl-CoA -> Poly(3-hydroxybutyrate-co-3-hydroxyhexanoate-co-3-hydroxyoctanoate-co-3-hydroxydecanoate-co-3-hydroxydodecanoate) + n CoA,No,PHA accumulation from 1.5% (w/v) gluconate by recombinant Pseudomonas sp. H9ΔC1 co-expressing phaC1H9 and phaAB from R. eutropha H16. The product was confirmed to be a hybrid copolymer by hot-acetone fractionation and 13C-NMR.
PMID33375979,reaction_8,n R-3-hydroxyacyl-CoA -> Poly(3-hydroxybutyrate-co-3-hydroxyhexanoate-co-3-hydroxyoctanoate) + n CoA,No,Control experiment. PHA accumulation from 0.4% (w/v) octanoate by recombinant Pseudomonas sp. H9ΔC1 expressing the phaCAB operon from R. eutropha H16.
PMID33375979,reaction_9,n R-3-hydroxybutyryl-CoA -> Poly(3-hydroxybutyrate) + n CoA,No,Control experiment. PHA accumulation from 1.5% (w/v) gluconate by recombinant Pseudomonas sp. H9ΔC1 expressing the phaCAB operon from R. eutropha H16.
PMID33375979,reaction_10,n R-3-hydroxyacyl-CoA -> Poly(3-hydroxybutyrate-co-3-hydroxyhexanoate-co-3-hydroxyoctanoate) + n CoA,No,Control experiment. PHA accumulation from 0.4% (w/v) octanoate by recombinant Pseudomonas sp. H9ΔC1 co-expressing phaC1po and phaAB from R. eutropha H16.
PMID33375979,reaction_11,R-3-hydroxyacyl-CoA -> No PHA detected,No,Control experiment. No PHA was detected when 1.5% (w/v) gluconate was the carbon source for recombinant Pseudomonas sp. H9ΔC1 co-expressing phaC1po and phaAB from R. eutropha H16.
PMID33377777,reaction_1,N2O + 2 reduced benzyl viologen + 2 H+ -> N2 + 2 oxidized benzyl viologen + H2O,No,"The study investigates the role of His583 and surrounding residues in a proposed proton-coupled electron transfer (PCET) mechanism at the CuA site. Activity was measured using an artificial electron donor, reduced benzyl viologen. Only mutants with a protonable side chain at position 583 (His, Asp, Glu) were able to mediate electron transfer."
PMID33387577,reaction_1_human,Cortisol + NAD+ -> Cortisone + NADH + H+,Not specified,
PMID33387577,reaction_2_rat,Cortisol + NAD+ -> Cortisone + NADH + H+,Not specified,
PMID33387577,reaction_3_mouse,Cortisol + NAD+ -> Cortisone + NADH + H+,Not specified,
PMID33387577,reaction_4_zebrafish,Cortisol + NAD+ -> Cortisone + NADH + H+,Not specified,
PMID33389495,reaction_1,Betaine aldehyde + NAD+ + H2O -> Glycine betaine + NADH + H+,No,"The study investigates the inactivation of pkBADH by cyclophosphamide (CTX). Inactivation is time- and dose-dependent, following pseudo-first-order kinetics. The apparent rate constants of inactivation (kobs) were determined for CTX concentrations from 0.2 to 2.0 mM (e.g., kobs = 0.0238 ± 0.003 min⁻¹ at 2.0 mM CTX). NAD+ enhances inactivation, while NADH, betaine aldehyde, and glycine betaine have no protective effect. The inactivation is reversed by DTT and β-mercaptoethanol but not by GSH, suggesting oxidation of active site cysteines (C288, C289) to a disulfide bridge."
PMID33391858,reaction_1,Acetoacetate + NADH + H+ -> (R)-3-hydroxybutyrate + NAD+,Yes,"The kinetic mechanism was determined to be steady-state ordered, with NADH binding first. Primary deuterium KIEs suggest hydride transfer is not rate-limiting for acetoacetate reduction."
PMID33391858,reaction_2,Acetoacetate + NADH + H+ -> (R)-3-hydroxybutyrate + NAD+,Yes,"The kinetic mechanism was determined to be steady-state ordered, with NADH binding first. Primary deuterium KIEs suggest chemistry is at least partially rate-limiting for acetoacetate reduction."
PMID33391858,reaction_3,3-Oxovalerate + NADH + H+ -> (R)-3-hydroxyvalerate + NAD+,Yes,Hydride transfer becomes more rate-limiting with 3-oxovalerate compared to acetoacetate. Multiple KIEs suggest a concerted mechanism with a single transition state for hydride and proton transfer.
PMID33391858,reaction_4,3-Oxovalerate + NADH + H+ -> (R)-3-hydroxyvalerate + NAD+,Yes,"Multiple KIEs are consistent with a concerted mechanism for proton and hydride transfers. With 3-oxovalerate, the kinetic mechanism may become rapid equilibrium and/or random."
PMID33395570,reaction_1,L-lactate -> Pyruvate + 2 e- + 2 H+,Not specified,The engineered enzyme b2LOxS was developed for a direct electron transfer (DET) type biosensor. The final sensor had a linear range of 0.5–20 mM for lactate with a sensitivity of 4.1 nA/mM·mm2 and LOD of 0.41 mM in artificial sweat. Sensor signal decreased to 50% after 6.5 hours of continuous operation in artificial sweat (pH 5.4).
PMID33395570,reaction_2,"D-glucose -> D-glucono-1,5-lactone + 2 e- + 2 H+",Not specified,"This enzyme was used in a dual sensor alongside b2LOxS for simultaneous glucose and lactate measurement. The sensor showed a linear range for glucose of 0.1–5 mM, a sensitivity of 56 nA/mM·mm2, and an LOD of 0.057 mM in artificial sweat. The sensor was stable for over 12 hours of continuous operation."
PMID33411393,reaction_1,"3-(4-methoxybenzyl)-4-methyl-1H-benzo[e][1,4]diazepine-2,5(3H,4H)-dione (6a) + 2 O2 + 2 alpha-ketoglutarate -> 4'-methoxyviridicatin (5a) + methyl isocyanate + 2 succinate + 2 CO2",Not specified,"Natural substrate of AsqJ. The reaction follows the quinolone formation pathway, proceeding via desaturated intermediate 7a and epoxide 8a. The final fragmentation can be accelerated by AsqI."
PMID33411393,reaction_2,"3-benzyl-4-methyl-1H-benzo[e][1,4]diazepine-2,5(3H,4H)-dione (6b) + 2 O2 + 2 alpha-ketoglutarate -> 3-phenylquinolin-2(1H)-one (5b) + methyl isocyanate + 2 succinate + 2 CO2",Not specified,Substrate showed better conversion than the natural substrate 6a. The reaction follows the quinolone formation pathway.
PMID33411393,reaction_3,"3-methyl-4-methyl-1H-benzo[e][1,4]diazepine-2,5(3H,4H)-dione (6c) + O2 + alpha-ketoglutarate -> 2-methyl-3-methylquinazolin-4(3H)-one (9c) + formaldehyde + succinate + CO2",Not specified,Discovery of a novel reaction pathway for AsqJ. Substrate lacks a benzylic residue. Showed very efficient conversion. Product structure confirmed by NMR and comparison to synthetic standard.
PMID33411393,reaction_4,"3-(4-hydroxybenzyl)-4-methyl-1H-benzo[e][1,4]diazepine-2,5(3H,4H)-dione (6d) + 2 O2 + 2 alpha-ketoglutarate -> 3-(4-hydroxyphenyl)quinolin-2(1H)-one (5d) + methyl isocyanate + 2 succinate + 2 CO2",Not specified,"Substrate with a benzylic residue, follows the quinolone formation pathway."
PMID33411393,reaction_5,"3-(3-methoxybenzyl)-4-methyl-1H-benzo[e][1,4]diazepine-2,5(3H,4H)-dione (6f) + 2 O2 + 2 alpha-ketoglutarate -> 3-(3-methoxyphenyl)quinolin-2(1H)-one (5f) + methyl isocyanate + 2 succinate + 2 CO2",Not specified,"Substrate with a benzylic residue, follows the quinolone formation pathway."
PMID33411393,reaction_6,"3-(2-methoxybenzyl)-4-methyl-1H-benzo[e][1,4]diazepine-2,5(3H,4H)-dione (6g) + 2 O2 + 2 alpha-ketoglutarate -> 3-(2-methoxyphenyl)quinolin-2(1H)-one (5g) + methyl isocyanate + 2 succinate + 2 CO2",Not specified,"Substrate with a benzylic residue, follows the quinolone formation pathway."
PMID33411393,reaction_7,"3-phenyl-4-methyl-1H-benzo[e][1,4]diazepine-2,5(3H,4H)-dione (6h) + O2 + alpha-ketoglutarate -> 2-phenyl-3-methylquinazolin-4(3H)-one (9h) + formaldehyde + succinate + CO2",Not specified,"Substrate derived from phenylglycine. Despite having an aromatic substituent, it follows the quinazolinone pathway because it lacks the methylene bridge of a benzylic group."
PMID33411393,reaction_8,"3-phenethyl-4-methyl-1H-benzo[e][1,4]diazepine-2,5(3H,4H)-dione (6i) + O2 + alpha-ketoglutarate -> 2-benzyl-3-methylquinazolin-4(3H)-one (9i) + formaldehyde + succinate + CO2",Not specified,Substrate derived from homophenylalanine. Follows quinazolinone pathway as it is not a benzylic substrate.
PMID33411393,reaction_9,"4-methyl-1H-benzo[e][1,4]diazepine-2,5(3H,4H)-dione (6j) + O2 + alpha-ketoglutarate -> 3-methylquinazolin-4(3H)-one (9j) + formaldehyde + succinate + CO2",Not specified,"Glycine-derived substrate (R=H). Shows the quinazolinone pathway can proceed without a C3 side chain. The carboxylic acid intermediate I4j was detected for this substrate, providing experimental validation for the proposed mechanism."
PMID33411393,reaction_10,"3-ethyl-4-methyl-1H-benzo[e][1,4]diazepine-2,5(3H,4H)-dione (6k) + O2 + alpha-ketoglutarate -> 2-ethyl-3-methylquinazolin-4(3H)-one (9k) + formaldehyde + succinate + CO2",Not specified,Follows quinazolinone pathway. Product structure confirmed by comparison to synthetic standard. A 13C-labeling study using 13C-6k (label at C2 carbonyl) confirmed this carbon is excised during the reaction.
PMID33411393,reaction_11,"3-(sec-butyl)-4-methyl-1H-benzo[e][1,4]diazepine-2,5(3H,4H)-dione (6l) + O2 + alpha-ketoglutarate -> 2-(sec-butyl)-3-methylquinazolin-4(3H)-one (9l) + formaldehyde + succinate + CO2",Not specified,"Follows quinazolinone pathway. The corresponding unsaturated analog 7l was not converted by AsqJ, indicating the quinazolinone pathway does not proceed via an initial desaturation."
PMID33411393,reaction_12,"3-isopropyl-4-methyl-1H-benzo[e][1,4]diazepine-2,5(3H,4H)-dione (6m) + O2 + alpha-ketoglutarate -> 2-isopropyl-3-methylquinazolin-4(3H)-one (9m) + formaldehyde + succinate + CO2",Not specified,Follows quinazolinone pathway. The respective dehydrogenated derivative 7m was also observed.
PMID33411393,reaction_13,"3-cyclohexyl-4-methyl-1H-benzo[e][1,4]diazepine-2,5(3H,4H)-dione (6n) + O2 + alpha-ketoglutarate -> 2-cyclohexyl-3-methylquinazolin-4(3H)-one (9n) + formaldehyde + succinate + CO2",Not specified,Follows quinazolinone pathway. Product structure confirmed by comparison to synthetic standard. The respective dehydrogenated derivative 7n was also observed.
PMID33411393,reaction_14,"3-vinyl-4-methyl-1H-benzo[e][1,4]diazepine-2,5(3H,4H)-dione (6r) + O2 + alpha-ketoglutarate -> 3-ethylidene-4-methyl-1H-benzo[e][1,4]diazepine-2,5(3H,4H)-dione (7r) + H2O + succinate + CO2",Not specified,Reaction exclusively delivered the corresponding desaturated intermediate 7r and did not proceed to a rearranged product.
PMID33411393,reaction_15,"3-ethynyl-4-methyl-1H-benzo[e][1,4]diazepine-2,5(3H,4H)-dione (6s) + O2 + alpha-ketoglutarate -> 3-ethynylidene-4-methyl-1H-benzo[e][1,4]diazepine-2,5(3H,4H)-dione (7s) + H2O + succinate + CO2",Not specified,Reaction exclusively delivered the corresponding desaturated intermediate 7s and did not proceed to a rearranged product.
PMID33414463,reaction_1,Histone H3 (trimethyl-L-lysine27) at CCND1 promoter -> Histone H3 (demethylated-L-lysine27) at CCND1 promoter,Not specified,"The enzyme's activity at the CCND1 promoter was experimentally confirmed using ChIP-PCR, which showed that siRNA-mediated knockdown or GSK-J4-mediated inhibition of KDM6B resulted in a significant increase in H3K27me3 abundance at the promoter. The enzyme cooperates with the transcription factor smad2/3. The inhibitor GSK-J4 showed IC50 values for cell viability inhibition of 1.213 µM (PC3 cells) and 0.7166 µM (C42B cells), which are downstream effects of enzyme inhibition."
PMID33423475,reaction_1,Chromate[extracellular] -> Chromate[intracellular],Not specified,"Sultr1;2 is the major transporter responsible for Cr(VI) uptake in Arabidopsis roots. Heterologous expression in yeast confirmed that Sultr1;2 has a much stronger transport activity for Cr(VI) than Sultr1;1, resulting in 1.8 times higher Cr accumulation compared to the empty vector control."
PMID33423475,reaction_2,Chromate[extracellular] -> Chromate[intracellular],Not specified,"Sultr1;1 plays a negligible role in Cr(VI) uptake in Arabidopsis compared to Sultr1;2. Heterologous expression in yeast showed much lower Cr(VI) transport activity, with only a 16% increase in Cr accumulation compared to the empty vector control."
PMID33428421,reaction_1,Gallic acid + O2 -> Oxidized gallic acid + H2O2,Not specified,"This reaction serves to generate H2O2 in situ for the subsequent DyP-catalyzed reaction. Kinetic parameters for H2O2 are reported as Km, suggesting it may act as a substrate in a side-reaction or as an inhibitor."
PMID33428421,reaction_2,Gallic acid + H2O2 -> Oxidized gallic acid + H2O,Not specified,This reaction generates gallic acid radicals which can then polymerize or graft onto chitosan.
PMID33428421,reaction_3,Gallic acid + Chitosan + O2 -> GA-chitosan conjugates + H2O,No,"This is an enzyme cascade reaction. PoLPMO9A uses gallic acid and O2 to generate H2O2 in situ. PoDyP then uses this H2O2 to oxidize gallic acid, forming radicals that covalently graft onto the amino groups of chitosan. The maximum grafting ratio was obtained with 12 g/L GA, 5.6 mg/L DyP, and 20−30 mg/L LPMO."
PMID33428421,reaction_4,ABTS + H2O2 -> Oxidized ABTS + H2O,Not specified,This reaction was used to determine the specific activity of the purified PoDyP enzyme.
PMID33436639,reaction_1,L-Phenylalanine + ATP -> Phenylalanyl-AMP + Pyrophosphate,Not specified,"The study focuses on the inhibition of the aminoacylation reaction. The PDB ID 7BY6 and gene names (PVX_081300, PVX_090880) correspond to the enzyme from P. vivax (PvcFRS), not the primary characterized enzyme PfcFRS. The enzyme is a heterodimer of alpha and beta subunits, which further dimerizes to form an (αβ)2 heterotetramer."
